mm_id,entity_id,traj_id,rid_list,time_list
6866883,8449,101,"36557,1104,12924,14312,1102,2508,36664,2509,14293,4890,1877,601,23285,23292,23320,23308,23318,603,14026,14035,39496,39393,7348,31109,31108,31110,7350,39392,2052,21415","2015-11-04T20:09:53Z,2015-11-04T20:10:39Z,2015-11-04T20:11:34Z,2015-11-04T20:11:39Z,2015-11-04T20:11:58Z,2015-11-04T20:12:09Z,2015-11-04T20:12:39Z,2015-11-04T20:12:45Z,2015-11-04T20:13:09Z,2015-11-04T20:14:09Z,2015-11-04T20:15:09Z,2015-11-04T20:15:39Z,2015-11-04T20:16:00Z,2015-11-04T20:16:39Z,2015-11-04T20:17:39Z,2015-11-04T20:17:48Z,2015-11-04T20:18:09Z,2015-11-04T20:18:39Z,2015-11-04T20:19:39Z,2015-11-04T20:19:49Z,2015-11-04T20:19:57Z,2015-11-04T20:20:00Z,2015-11-04T20:20:03Z,2015-11-04T20:20:09Z,2015-11-04T20:20:09Z,2015-11-04T20:20:11Z,2015-11-04T20:20:39Z,2015-11-04T20:21:09Z,2015-11-04T20:21:39Z,2015-11-04T20:22:39Z"
15833311,19547,7,"2449,5645,25441,25430,25427,25455,5641,1160,20570,20549,8740,22671,22667,22663,22654,22649,23712,17106,22651,23715","2015-11-01T10:35:50Z,2015-11-01T10:36:58Z,2015-11-01T10:37:14Z,2015-11-01T10:37:29Z,2015-11-01T10:37:45Z,2015-11-01T10:37:50Z,2015-11-01T10:38:00Z,2015-11-01T10:38:29Z,2015-11-01T10:38:33Z,2015-11-01T10:39:20Z,2015-11-01T10:39:46Z,2015-11-01T10:40:27Z,2015-11-01T10:40:29Z,2015-11-01T10:41:29Z,2015-11-01T10:43:29Z,2015-11-01T10:44:52Z,2015-11-01T10:45:04Z,2015-11-01T10:45:10Z,2015-11-01T10:45:21Z,2015-11-01T10:45:29Z"
11874580,14636,27,"17159,1186,17160,28656,27896,29083,28666,18307,17146","2015-11-01T15:56:47Z,2015-11-01T15:56:51Z,2015-11-01T15:56:56Z,2015-11-01T15:57:37Z,2015-11-01T15:57:47Z,2015-11-01T15:58:13Z,2015-11-01T15:58:47Z,2015-11-01T16:00:47Z,2015-11-01T16:04:47Z"
210792,264,113,"1387,20130,179,32494,32506,32502,25892,6989,25889,22679,24070,24071,25162,6987,22531,1405,24072,26276,24073,36341,5287,22200,90,22203,91,35779,24063,22645,93,22644,16759,16751,16749,16739,16733,16731,439,534,436,592,21865,21863,750,21817,21811,21798,21790,21792,21797","2015-11-05T14:33:20Z,2015-11-05T14:33:38Z,2015-11-05T14:33:38Z,2015-11-05T14:35:19Z,2015-11-05T14:35:38Z,2015-11-05T14:36:24Z,2015-11-05T14:36:25Z,2015-11-05T14:36:38Z,2015-11-05T14:36:50Z,2015-11-05T14:37:08Z,2015-11-05T14:37:27Z,2015-11-05T14:37:38Z,2015-11-05T14:37:45Z,2015-11-05T14:37:58Z,2015-11-05T14:38:08Z,2015-11-05T14:38:22Z,2015-11-05T14:38:38Z,2015-11-05T14:38:52Z,2015-11-05T14:38:59Z,2015-11-05T14:39:02Z,2015-11-05T14:39:08Z,2015-11-05T14:39:15Z,2015-11-05T14:39:32Z,2015-11-05T14:39:38Z,2015-11-05T14:42:25Z,2015-11-05T14:42:39Z,2015-11-05T14:43:09Z,2015-11-05T14:49:09Z,2015-11-05T14:51:05Z,2015-11-05T14:51:10Z,2015-11-05T14:52:40Z,2015-11-05T14:53:31Z,2015-11-05T14:53:39Z,2015-11-05T14:57:11Z,2015-11-05T14:59:41Z,2015-11-05T15:01:41Z,2015-11-05T15:06:12Z,2015-11-05T15:07:42Z,2015-11-05T15:14:12Z,2015-11-05T15:19:43Z,2015-11-05T15:20:56Z,2015-11-05T15:21:05Z,2015-11-05T15:21:13Z,2015-11-05T15:21:39Z,2015-11-05T15:21:43Z,2015-11-05T15:21:50Z,2015-11-05T15:21:54Z,2015-11-05T15:22:09Z,2015-11-05T15:22:13Z"
10729817,13268,207,"7176,7178,7183,37020,37037,12285,24353,2747,17019,17053,17059,34941,34943,12038,27769,20208,12042,27778,20308,20305,20247,27802","2015-11-07T12:13:04Z,2015-11-07T12:13:27Z,2015-11-07T12:13:28Z,2015-11-07T12:13:32Z,2015-11-07T12:13:36Z,2015-11-07T12:13:44Z,2015-11-07T12:13:56Z,2015-11-07T12:14:10Z,2015-11-07T12:14:12Z,2015-11-07T12:14:14Z,2015-11-07T12:14:15Z,2015-11-07T12:14:29Z,2015-11-07T12:14:36Z,2015-11-07T12:15:36Z,2015-11-07T12:17:06Z,2015-11-07T12:17:11Z,2015-11-07T12:17:19Z,2015-11-07T12:17:24Z,2015-11-07T12:17:29Z,2015-11-07T12:17:36Z,2015-11-07T12:17:38Z,2015-11-07T12:18:37Z"
6627830,8160,109,"38807,1394,27791,6484,20224,27085,27083","2015-11-06T22:05:43Z,2015-11-06T22:06:13Z,2015-11-06T22:06:40Z,2015-11-06T22:06:42Z,2015-11-06T22:06:43Z,2015-11-06T22:08:34Z,2015-11-06T22:08:43Z"
7342275,9058,55,"23949,4590,1418,822,22526,22528,36977,26296,26298,22547,25224,26736,15123,27579,27574,27570,27581,27587,27602,27605","2015-11-03T09:11:28Z,2015-11-03T09:12:08Z,2015-11-03T09:12:29Z,2015-11-03T09:12:48Z,2015-11-03T09:12:57Z,2015-11-03T09:13:08Z,2015-11-03T09:13:12Z,2015-11-03T09:13:48Z,2015-11-03T09:14:22Z,2015-11-03T09:15:48Z,2015-11-03T09:16:29Z,2015-11-03T09:16:48Z,2015-11-03T09:17:48Z,2015-11-03T09:18:33Z,2015-11-03T09:18:36Z,2015-11-03T09:18:39Z,2015-11-03T09:18:44Z,2015-11-03T09:18:46Z,2015-11-03T09:19:45Z,2015-11-03T09:19:48Z"
16694628,20568,27,"3732,12968,3733,3735,3736,3741,20888,12927,12987,19445,22994,21447,5900,3758,39670,3761,39658,5815,5836,34989","2015-11-01T22:36:26Z,2015-11-01T22:36:41Z,2015-11-01T22:36:45Z,2015-11-01T22:37:07Z,2015-11-01T22:37:26Z,2015-11-01T22:37:48Z,2015-11-01T22:37:50Z,2015-11-01T22:37:55Z,2015-11-01T22:38:15Z,2015-11-01T22:38:26Z,2015-11-01T22:40:10Z,2015-11-01T22:40:26Z,2015-11-01T22:40:39Z,2015-11-01T22:41:26Z,2015-11-01T22:42:26Z,2015-11-01T22:43:26Z,2015-11-01T22:43:59Z,2015-11-01T22:44:26Z,2015-11-01T22:45:12Z,2015-11-01T22:45:26Z"
9015059,11165,103,"498,20930,22923,17369,20925,20920,8301","2015-11-06T18:44:52Z,2015-11-06T18:47:43Z,2015-11-06T18:48:13Z,2015-11-06T18:49:13Z,2015-11-06T18:49:43Z,2015-11-06T18:52:43Z,2015-11-06T18:54:13Z"
5551075,6846,130,"5641,1161,25457,20577,2448,20572,2454,20557,2445,1163,28500,1159,38328","2015-11-04T07:33:11Z,2015-11-04T07:33:51Z,2015-11-04T07:34:06Z,2015-11-04T07:34:30Z,2015-11-04T07:34:54Z,2015-11-04T07:35:04Z,2015-11-04T07:36:11Z,2015-11-04T07:37:11Z,2015-11-04T07:38:23Z,2015-11-04T07:38:29Z,2015-11-04T07:39:11Z,2015-11-04T07:40:39Z,2015-11-04T07:44:11Z"
7496001,9244,109,"11929,4924,23039,14296,11865,14317,14354,36667,14338,36666,23240,23241,14290,21082,14272,4447,4450,4452,4455,24987,33337,1086,3172,22074,3116","2015-11-04T17:22:33Z,2015-11-04T17:23:22Z,2015-11-04T17:24:02Z,2015-11-04T17:24:22Z,2015-11-04T17:24:54Z,2015-11-04T17:25:43Z,2015-11-04T17:26:12Z,2015-11-04T17:26:13Z,2015-11-04T17:26:18Z,2015-11-04T17:26:19Z,2015-11-04T17:26:21Z,2015-11-04T17:26:44Z,2015-11-04T17:26:48Z,2015-11-04T17:27:21Z,2015-11-04T17:28:21Z,2015-11-04T17:29:21Z,2015-11-04T17:34:21Z,2015-11-04T17:40:38Z,2015-11-04T17:41:21Z,2015-11-04T17:43:21Z,2015-11-04T17:43:43Z,2015-11-04T17:44:18Z,2015-11-04T17:44:19Z,2015-11-04T17:44:20Z,2015-11-04T17:44:21Z"
10173130,12591,39,"22427,29111,22335,1286,29016,25320,3130,34620,34601,19387,19385,19384,19378,21421,34786,24776,34879,3122,32690,27219,3863,3865,2185,2181,2192,19857,6505","2015-11-01T16:51:43Z,2015-11-01T16:52:51Z,2015-11-01T16:53:54Z,2015-11-01T16:54:51Z,2015-11-01T16:54:54Z,2015-11-01T16:55:54Z,2015-11-01T16:58:20Z,2015-11-01T16:58:46Z,2015-11-01T16:58:54Z,2015-11-01T17:01:28Z,2015-11-01T17:01:49Z,2015-11-01T17:01:54Z,2015-11-01T17:04:54Z,2015-11-01T17:05:15Z,2015-11-01T17:05:27Z,2015-11-01T17:05:48Z,2015-11-01T17:05:54Z,2015-11-01T17:05:58Z,2015-11-01T17:06:25Z,2015-11-01T17:06:36Z,2015-11-01T17:06:39Z,2015-11-01T17:06:54Z,2015-11-01T17:13:06Z,2015-11-01T17:13:12Z,2015-11-01T17:13:54Z,2015-11-01T17:14:37Z,2015-11-01T17:14:54Z"
8260669,10194,69,"303,23147,23120,23128,23137,33175,28327,33176,1380,15912,5320,22050,16729,1383,22171,24420,1384,21153,24419,1444,301,22164,12046,22149,24079,535,19495,21823,21867,22145,590,588,21863,750,21817,21811,21798,21790,21792,21797,21801,21804,26807,26798","2015-11-04T09:27:16Z,2015-11-04T09:28:18Z,2015-11-04T09:28:20Z,2015-11-04T09:28:21Z,2015-11-04T09:28:56Z,2015-11-04T09:29:21Z,2015-11-04T09:31:05Z,2015-11-04T09:31:17Z,2015-11-04T09:31:19Z,2015-11-04T09:31:21Z,2015-11-04T09:32:21Z,2015-11-04T09:32:57Z,2015-11-04T09:32:59Z,2015-11-04T09:33:21Z,2015-11-04T09:33:40Z,2015-11-04T09:33:41Z,2015-11-04T09:33:43Z,2015-11-04T09:33:45Z,2015-11-04T09:33:46Z,2015-11-04T09:34:21Z,2015-11-04T09:35:21Z,2015-11-04T09:35:51Z,2015-11-04T09:36:21Z,2015-11-04T09:37:10Z,2015-11-04T09:37:15Z,2015-11-04T09:37:18Z,2015-11-04T09:37:19Z,2015-11-04T09:37:20Z,2015-11-04T09:37:21Z,2015-11-04T09:37:40Z,2015-11-04T09:38:12Z,2015-11-04T09:38:21Z,2015-11-04T09:39:16Z,2015-11-04T09:39:21Z,2015-11-04T09:40:17Z,2015-11-04T09:40:25Z,2015-11-04T09:40:37Z,2015-11-04T09:40:45Z,2015-11-04T09:41:13Z,2015-11-04T09:41:21Z,2015-11-04T09:41:58Z,2015-11-04T09:42:39Z,2015-11-04T09:42:44Z,2015-11-04T09:43:21Z"
10265253,12693,257,"424,426,25915,21916,615,24544,26177,24545,154,16723,16803,153,151,150,148,486,488,19231,7219,7216,489,669,24224,25386,27491,531,22193,22201,855,14125,14127,22536,22532,856,858,20231,859,861,18104,20235","2015-11-06T11:35:01Z,2015-11-06T11:35:10Z,2015-11-06T11:35:33Z,2015-11-06T11:35:48Z,2015-11-06T11:35:49Z,2015-11-06T11:36:01Z,2015-11-06T11:36:11Z,2015-11-06T11:36:28Z,2015-11-06T11:36:34Z,2015-11-06T11:36:41Z,2015-11-06T11:36:44Z,2015-11-06T11:37:01Z,2015-11-06T11:37:22Z,2015-11-06T11:37:39Z,2015-11-06T11:38:01Z,2015-11-06T11:38:14Z,2015-11-06T11:39:01Z,2015-11-06T11:39:20Z,2015-11-06T11:39:37Z,2015-11-06T11:39:57Z,2015-11-06T11:40:09Z,2015-11-06T11:40:37Z,2015-11-06T11:41:02Z,2015-11-06T11:41:23Z,2015-11-06T11:42:02Z,2015-11-06T11:42:30Z,2015-11-06T11:42:35Z,2015-11-06T11:43:02Z,2015-11-06T11:43:23Z,2015-11-06T11:43:51Z,2015-11-06T11:44:02Z,2015-11-06T11:45:02Z,2015-11-06T11:45:25Z,2015-11-06T11:45:49Z,2015-11-06T11:46:02Z,2015-11-06T11:46:36Z,2015-11-06T11:46:44Z,2015-11-06T11:46:52Z,2015-11-06T11:47:01Z,2015-11-06T11:47:02Z"
7832333,9669,3,"7122,23450,14109,335,14116,23908,545,23860,546,25466,16786,770,29240,39741,39744,548,23856,25076,23349,549,4471,22722,12632,551,2493,19261,19255,1941,554,23849,23850,292,363,19258","2015-11-02T04:25:43Z,2015-11-02T04:29:35Z,2015-11-02T04:31:17Z,2015-11-02T04:31:19Z,2015-11-02T04:31:29Z,2015-11-02T04:32:35Z,2015-11-02T04:33:03Z,2015-11-02T04:33:07Z,2015-11-02T04:33:27Z,2015-11-02T04:33:32Z,2015-11-02T04:33:40Z,2015-11-02T04:33:43Z,2015-11-02T04:33:54Z,2015-11-02T04:34:03Z,2015-11-02T04:34:04Z,2015-11-02T04:34:07Z,2015-11-02T04:34:10Z,2015-11-02T04:34:18Z,2015-11-02T04:34:26Z,2015-11-02T04:34:26Z,2015-11-02T04:34:27Z,2015-11-02T04:34:28Z,2015-11-02T04:34:34Z,2015-11-02T04:34:41Z,2015-11-02T04:34:44Z,2015-11-02T04:34:44Z,2015-11-02T04:34:50Z,2015-11-02T04:34:55Z,2015-11-02T04:35:01Z,2015-11-02T04:35:02Z,2015-11-02T04:35:05Z,2015-11-02T04:35:05Z,2015-11-02T04:35:18Z,2015-11-02T04:35:22Z"
2506943,3106,11,"280,19263,358,16801,295,23179,21136,24357,24364,21137,350,21141,366,424,426,25915,21915,21918,15914,15917,25783,25801,15911,15909,25834,26707,15907","2015-11-02T12:20:22Z,2015-11-02T12:20:43Z,2015-11-02T12:20:46Z,2015-11-02T12:21:00Z,2015-11-02T12:21:16Z,2015-11-02T12:21:20Z,2015-11-02T12:21:29Z,2015-11-02T12:21:31Z,2015-11-02T12:21:44Z,2015-11-02T12:21:45Z,2015-11-02T12:21:46Z,2015-11-02T12:21:48Z,2015-11-02T12:22:06Z,2015-11-02T12:22:13Z,2015-11-02T12:22:16Z,2015-11-02T12:22:34Z,2015-11-02T12:22:46Z,2015-11-02T12:23:46Z,2015-11-02T12:25:46Z,2015-11-02T12:26:16Z,2015-11-02T12:26:43Z,2015-11-02T12:26:46Z,2015-11-02T12:27:16Z,2015-11-02T12:27:22Z,2015-11-02T12:27:36Z,2015-11-02T12:27:46Z,2015-11-02T12:28:16Z"
2024951,2516,123,"18005,1747,21580,21579,8111,15761,27500,15758,15729,31943,21572,2238,15677,15682,2206,2204,21577,23648,1937,22246,31648,31645","2015-11-04T17:58:54Z,2015-11-04T17:59:07Z,2015-11-04T17:59:13Z,2015-11-04T17:59:13Z,2015-11-04T17:59:14Z,2015-11-04T17:59:20Z,2015-11-04T17:59:22Z,2015-11-04T17:59:22Z,2015-11-04T17:59:22Z,2015-11-04T17:59:28Z,2015-11-04T17:59:29Z,2015-11-04T17:59:29Z,2015-11-04T17:59:30Z,2015-11-04T17:59:31Z,2015-11-04T17:59:35Z,2015-11-04T17:59:40Z,2015-11-04T17:59:45Z,2015-11-04T17:59:45Z,2015-11-04T17:59:45Z,2015-11-04T17:59:47Z,2015-11-04T17:59:48Z,2015-11-04T17:59:54Z"
15069604,18587,91,"20942,20083,17536,866,20060,5732,28099,40,52,4173,30947,7995,20990,19997,1298,20973,6377,12188,6187,20963,3275,20959,3267,898,4841,20952,9816,9848,9951,1333","2015-11-04T08:00:08Z,2015-11-04T08:01:19Z,2015-11-04T08:01:24Z,2015-11-04T08:01:28Z,2015-11-04T08:01:34Z,2015-11-04T08:02:00Z,2015-11-04T08:03:10Z,2015-11-04T08:04:10Z,2015-11-04T08:04:30Z,2015-11-04T08:06:10Z,2015-11-04T08:06:36Z,2015-11-04T08:07:10Z,2015-11-04T08:09:03Z,2015-11-04T08:09:05Z,2015-11-04T08:09:08Z,2015-11-04T08:09:10Z,2015-11-04T08:11:27Z,2015-11-04T08:12:10Z,2015-11-04T08:16:11Z,2015-11-04T08:18:42Z,2015-11-04T08:23:11Z,2015-11-04T08:25:22Z,2015-11-04T08:27:11Z,2015-11-04T08:27:25Z,2015-11-04T08:28:04Z,2015-11-04T08:28:19Z,2015-11-04T08:28:50Z,2015-11-04T08:29:11Z,2015-11-04T08:30:11Z,2015-11-04T08:31:11Z"
7533943,9297,27,"6052,6076,6077,6034,32432,32435","2015-11-02T14:40:33Z,2015-11-02T14:42:30Z,2015-11-02T14:43:30Z,2015-11-02T14:43:48Z,2015-11-02T14:44:29Z,2015-11-02T14:44:30Z"
13886609,17108,199,"2024,2027,2030,2034,2036,14403,2016,2011,13108,14380,2012,21409,38475,14379,8515,6951,14030,31123,17716,17718,6821,17720,6826,14366,15036,6824,14029,39472,4887,39310,39312,39316","2015-11-05T14:40:48Z,2015-11-05T14:40:57Z,2015-11-05T14:41:06Z,2015-11-05T14:41:16Z,2015-11-05T14:41:46Z,2015-11-05T14:42:03Z,2015-11-05T14:42:06Z,2015-11-05T14:42:11Z,2015-11-05T14:42:16Z,2015-11-05T14:43:33Z,2015-11-05T14:43:43Z,2015-11-05T14:43:45Z,2015-11-05T14:44:03Z,2015-11-05T14:44:14Z,2015-11-05T14:44:14Z,2015-11-05T14:44:16Z,2015-11-05T14:44:38Z,2015-11-05T14:44:42Z,2015-11-05T14:44:44Z,2015-11-05T14:44:44Z,2015-11-05T14:44:45Z,2015-11-05T14:44:46Z,2015-11-05T14:45:16Z,2015-11-05T14:46:07Z,2015-11-05T14:46:28Z,2015-11-05T14:46:29Z,2015-11-05T14:46:32Z,2015-11-05T14:46:45Z,2015-11-05T14:46:46Z,2015-11-05T14:47:00Z,2015-11-05T14:47:14Z,2015-11-05T14:47:16Z"
2428964,3006,243,"1535,1530,1534,127,9457,1692,20881,9385,9260,1699,1634,9265,1631,9064,7234,7226,9061,9046,704,35854,8962,4196,661,1439,1441,664,33775,666,732,18536,18534,18533,18530,18529,710,1346,1348,3658,1352,5262,6849,15629,20469,20472,13532,13418,3542,3626","2015-11-05T16:33:04Z,2015-11-05T16:33:34Z,2015-11-05T16:34:04Z,2015-11-05T16:36:04Z,2015-11-05T16:36:45Z,2015-11-05T16:36:50Z,2015-11-05T16:36:51Z,2015-11-05T16:36:55Z,2015-11-05T16:37:04Z,2015-11-05T16:39:06Z,2015-11-05T16:39:24Z,2015-11-05T16:39:36Z,2015-11-05T16:40:01Z,2015-11-05T16:40:06Z,2015-11-05T16:40:36Z,2015-11-05T16:41:06Z,2015-11-05T16:41:23Z,2015-11-05T16:41:35Z,2015-11-05T16:44:37Z,2015-11-05T16:45:03Z,2015-11-05T16:45:07Z,2015-11-05T16:45:37Z,2015-11-05T16:46:07Z,2015-11-05T16:47:07Z,2015-11-05T16:48:06Z,2015-11-05T16:48:28Z,2015-11-05T16:48:37Z,2015-11-05T16:51:06Z,2015-11-05T16:51:19Z,2015-11-05T16:51:35Z,2015-11-05T16:51:36Z,2015-11-05T16:51:53Z,2015-11-05T16:52:06Z,2015-11-05T16:52:36Z,2015-11-05T16:54:08Z,2015-11-05T16:55:38Z,2015-11-05T16:58:08Z,2015-11-05T17:00:07Z,2015-11-05T17:00:37Z,2015-11-05T17:04:09Z,2015-11-05T17:04:36Z,2015-11-05T17:04:47Z,2015-11-05T17:05:08Z,2015-11-05T17:05:09Z,2015-11-05T17:06:09Z,2015-11-05T17:07:39Z,2015-11-05T17:08:38Z,2015-11-05T17:09:38Z"
10459732,12930,24,"20595,20533,18887,20532,18884,18882,5640,25456,25457,20577,2448,20572,2454,20557,2445,1162,16841,17149,20950,2458,2441,20946,26474","2015-11-01T11:42:41Z,2015-11-01T11:44:32Z,2015-11-01T11:44:36Z,2015-11-01T11:45:34Z,2015-11-01T11:45:36Z,2015-11-01T11:45:50Z,2015-11-01T11:45:52Z,2015-11-01T11:46:05Z,2015-11-01T11:46:43Z,2015-11-01T11:47:06Z,2015-11-01T11:47:27Z,2015-11-01T11:47:37Z,2015-11-01T11:48:28Z,2015-11-01T11:48:37Z,2015-11-01T11:49:25Z,2015-11-01T11:49:29Z,2015-11-01T11:49:34Z,2015-11-01T11:49:37Z,2015-11-01T11:51:26Z,2015-11-01T11:51:28Z,2015-11-01T11:51:35Z,2015-11-01T11:51:37Z,2015-11-01T11:52:37Z"
11803853,14553,70,"21345,27845,2138,2141,2142,2146,2136,2137,2564,21311,21313,5579,3154,33301,21266,24087,21268,3151,3147,25568,25572,5774,29715,3143,34503,29729","2015-11-02T16:25:15Z,2015-11-02T16:25:46Z,2015-11-02T16:25:52Z,2015-11-02T16:26:16Z,2015-11-02T16:26:40Z,2015-11-02T16:26:44Z,2015-11-02T16:26:52Z,2015-11-02T16:27:52Z,2015-11-02T16:28:25Z,2015-11-02T16:28:34Z,2015-11-02T16:28:48Z,2015-11-02T16:28:52Z,2015-11-02T16:29:18Z,2015-11-02T16:29:21Z,2015-11-02T16:29:29Z,2015-11-02T16:29:52Z,2015-11-02T16:30:35Z,2015-11-02T16:30:42Z,2015-11-02T16:30:52Z,2015-11-02T16:31:17Z,2015-11-02T16:31:52Z,2015-11-02T16:32:52Z,2015-11-02T16:34:10Z,2015-11-02T16:34:53Z,2015-11-02T16:35:30Z,2015-11-02T16:35:53Z"
16423681,20249,141,"29060,25044,4520,8698,8697,4446,5323,5324,8808,441,142,143,20673,2845,20657,2356,2324,3833,3834,3813,14240,7406,14253,14242,14221,3969,14248,19540,5348,3971,14256,14250,14246,4987,23937,14232,14258,203,15838,15858,3983,1679,30472,38298,38293,1539,38251,9364,28719,38290,38284,38287,39385,9668,7308","2015-11-05T18:51:08Z,2015-11-05T18:51:31Z,2015-11-05T18:51:48Z,2015-11-05T18:51:50Z,2015-11-05T18:51:51Z,2015-11-05T18:51:53Z,2015-11-05T18:52:04Z,2015-11-05T18:52:08Z,2015-11-05T18:53:08Z,2015-11-05T18:54:08Z,2015-11-05T18:56:08Z,2015-11-05T18:57:10Z,2015-11-05T18:58:08Z,2015-11-05T18:59:08Z,2015-11-05T19:03:08Z,2015-11-05T19:04:08Z,2015-11-05T19:05:08Z,2015-11-05T19:06:08Z,2015-11-05T19:08:31Z,2015-11-05T19:09:08Z,2015-11-05T19:10:08Z,2015-11-05T19:12:08Z,2015-11-05T19:12:30Z,2015-11-05T19:13:08Z,2015-11-05T19:15:29Z,2015-11-05T19:16:08Z,2015-11-05T19:17:08Z,2015-11-05T19:18:08Z,2015-11-05T19:18:49Z,2015-11-05T19:19:08Z,2015-11-05T19:22:42Z,2015-11-05T19:23:08Z,2015-11-05T19:25:08Z,2015-11-05T19:25:36Z,2015-11-05T19:25:38Z,2015-11-05T19:26:02Z,2015-11-05T19:26:08Z,2015-11-05T19:27:12Z,2015-11-05T19:27:42Z,2015-11-05T19:28:08Z,2015-11-05T19:28:29Z,2015-11-05T19:28:39Z,2015-11-05T19:28:51Z,2015-11-05T19:29:07Z,2015-11-05T19:29:08Z,2015-11-05T19:29:25Z,2015-11-05T19:29:32Z,2015-11-05T19:29:53Z,2015-11-05T19:30:08Z,2015-11-05T19:30:24Z,2015-11-05T19:30:25Z,2015-11-05T19:30:26Z,2015-11-05T19:30:42Z,2015-11-05T19:30:53Z,2015-11-05T19:31:08Z"
8412273,10377,97,"8685,8944,8947,4523,8698,8697,4446,5323,5324,8808,441,142,143,20673,2845,20657,2356,2323,2326,3808,15919,15920","2015-11-03T11:28:07Z,2015-11-03T11:33:11Z,2015-11-03T11:33:21Z,2015-11-03T11:33:46Z,2015-11-03T11:34:31Z,2015-11-03T11:35:07Z,2015-11-03T11:35:13Z,2015-11-03T11:35:37Z,2015-11-03T11:36:07Z,2015-11-03T11:36:37Z,2015-11-03T11:38:08Z,2015-11-03T11:40:08Z,2015-11-03T11:40:37Z,2015-11-03T11:41:07Z,2015-11-03T11:43:08Z,2015-11-03T11:43:32Z,2015-11-03T11:43:34Z,2015-11-03T11:43:38Z,2015-11-03T11:43:49Z,2015-11-03T11:43:57Z,2015-11-03T11:43:59Z,2015-11-03T11:44:08Z"
905048,1131,299,"36293,36288,2828,21922,16728,1202,24569,24584,974,24592,37192,985,37200,961,37183,37177,18269,37172","2015-11-07T14:48:48Z,2015-11-07T14:49:14Z,2015-11-07T14:49:34Z,2015-11-07T14:49:57Z,2015-11-07T14:50:13Z,2015-11-07T14:50:14Z,2015-11-07T14:51:10Z,2015-11-07T14:51:14Z,2015-11-07T14:51:43Z,2015-11-07T14:52:14Z,2015-11-07T14:52:28Z,2015-11-07T14:52:31Z,2015-11-07T14:53:14Z,2015-11-07T14:53:46Z,2015-11-07T14:53:57Z,2015-11-07T14:54:14Z,2015-11-07T14:56:14Z,2015-11-07T14:57:14Z"
12039974,14845,45,"32501,32505,32493,180,32486,18065,12044,177,20127,20225,20309,20305,20246,20284,20279,20255,17058,17054,17035,7175,38380,7167,7149,38367,7170,7160,7151,17028,7144,7146,8704,7156,17021,6452,33401,33236,7147,17013,5727,17005,17022,17025,16956,16955,16972,16989,16994","2015-11-05T21:40:03Z,2015-11-05T21:40:29Z,2015-11-05T21:40:32Z,2015-11-05T21:41:00Z,2015-11-05T21:41:15Z,2015-11-05T21:41:29Z,2015-11-05T21:41:30Z,2015-11-05T21:41:31Z,2015-11-05T21:41:33Z,2015-11-05T21:42:25Z,2015-11-05T21:42:33Z,2015-11-05T21:43:44Z,2015-11-05T21:43:47Z,2015-11-05T21:43:50Z,2015-11-05T21:43:52Z,2015-11-05T21:44:33Z,2015-11-05T21:45:06Z,2015-11-05T21:45:08Z,2015-11-05T21:45:22Z,2015-11-05T21:45:25Z,2015-11-05T21:45:28Z,2015-11-05T21:45:29Z,2015-11-05T21:45:29Z,2015-11-05T21:45:30Z,2015-11-05T21:45:33Z,2015-11-05T21:45:49Z,2015-11-05T21:45:55Z,2015-11-05T21:46:03Z,2015-11-05T21:46:22Z,2015-11-05T21:46:29Z,2015-11-05T21:46:32Z,2015-11-05T21:46:33Z,2015-11-05T21:46:39Z,2015-11-05T21:46:43Z,2015-11-05T21:46:48Z,2015-11-05T21:46:56Z,2015-11-05T21:47:00Z,2015-11-05T21:47:01Z,2015-11-05T21:47:04Z,2015-11-05T21:47:15Z,2015-11-05T21:47:17Z,2015-11-05T21:47:21Z,2015-11-05T21:47:26Z,2015-11-05T21:47:30Z,2015-11-05T21:47:32Z,2015-11-05T21:47:33Z,2015-11-05T21:49:33Z"
3963068,4872,232,"4562,4560,17220,24624,32728,32725,34596,26603,26602,17241,3223,17236,26910,17238,8283,3224,3226","2015-11-04T21:27:24Z,2015-11-04T21:27:30Z,2015-11-04T21:27:35Z,2015-11-04T21:28:00Z,2015-11-04T21:28:28Z,2015-11-04T21:28:30Z,2015-11-04T21:28:36Z,2015-11-04T21:29:21Z,2015-11-04T21:29:30Z,2015-11-04T21:30:12Z,2015-11-04T21:30:22Z,2015-11-04T21:30:31Z,2015-11-04T21:30:47Z,2015-11-04T21:31:01Z,2015-11-04T21:31:13Z,2015-11-04T21:31:23Z,2015-11-04T21:31:31Z"
